"class","unique_gene_id","logFC","AveExpr","t","P.Value","adj.P.Val","direction","rank"
"2","PRDM10",1.46436814278912,12.3160189502526,11.2405100372371,3.44807141560069e-10,2.0240179209576e-06,"Up",1
"2","ATP6V0D1",0.280162402688025,14.4025051812413,5.38951622468779,1.07253513072946e-06,0.00314789060869095,"Up",2
"2","LEF1",1.66528015065398,11.5950107592383,5.85219746198153,3.06518619589541e-06,0.00373921082640407,"Up",3
"2","PLTP",1.3701065366172,12.544307520078,9.01831444884907,3.13915814957692e-06,0.00373921082640407,"Up",4
"2","TUBAL3",-0.664279726970847,11.4630872006437,-6.89470104809994,3.18501773969682e-06,0.00373921082640407,"Down",5
