"class","unique_gene_id","logFC","AveExpr","t","P.Value","adj.P.Val","direction","rank"
"4","BCL9L",1.65952862728194,12.2378343917318,9.16705427640169,7.43026825742948e-09,4.3615674671111e-05,"Up",1
"4","TUBAL3",1.56316503068908,11.4630872006437,7.84034849118546,6.17541187624857e-07,0.00181248338567895,"Up",2
"4","CRIP2",0.451409969001269,14.079003671728,5.02063829172686,4.33428463135188e-06,0.00848075026201184,"Up",3
