"class","gene_id","logFC","adj.P.Val","direction","rank"
1,"GPR174",1.08988043348479,0.00217193978690198,"Up",56
1,"CLU",1.37879388663045,0.00246084050009339,"Up",57
1,"GBP2",1.22158438476497,0.00280403017955749,"Up",58
1,"CD4",1.13542535924988,0.00292327444530019,"Up",59
1,"ETS2",1.01756497680901,0.00294727921710943,"Up",60
1,"STAT4",1.2161305082739,0.00306811217409135,"Up",61
1,"CPVL",1.29833163553336,0.00473585942261365,"Up",62
1,"IKZF2",1.399047405366,0.00497577711603485,"Up",63
1,"CCL5",1.29994778787945,0.00655144889071102,"Up",64
1,"FAAH2",1.43623167193433,0.00681679490487245,"Up",65
1,"TRAT1",1.75678599226041,0.00718936517604534,"Up",66
1,"ADAMDEC1",1.35778547144378,0.00902740112391845,"Up",67
1,"UBASH3A",1.2578317736528,0.0091026005380025,"Up",68
1,"KLRG1",1.25839462313345,0.00951646307014252,"Up",69
1,"IL2RB",1.2708355091375,0.00969842587001549,"Up",70
1,"CXCL9",2.1132759644537,0.0103008150354534,"Up",71
1,"LAG3",1.64298548970367,0.0113461317876996,"Up",72
1,"TTN",1.06269718611001,0.0132259486950776,"Up",73
1,"GIMAP6",1.28571218017692,0.0134395766984427,"Up",74
1,"SEMA5A",1.2277462358198,0.0188514128765104,"Up",75
1,"CRTAM",1.76142855725022,0.0189352758520976,"Up",76
1,"APBA2",1.75974658663609,0.021966927261522,"Up",77
1,"SLAMF7",1.39910692966381,0.0225751584459437,"Up",78
1,"SERPING1",1.02745351843806,0.0248497769855939,"Up",79
1,"IL6R",1.13348902243009,0.0262837995099304,"Up",80
1,"CCL19",1.54715693166135,0.0266596017484166,"Up",81
1,"TSPAN7",1.3459204046938,0.0303433291754225,"Up",82
1,"ALPK2",1.29082256380547,0.0315817653494161,"Up",83
1,"CD7",1.44947393530935,0.032061302340377,"Up",84
1,"SH2D2A",1.20011944512218,0.0368564081392031,"Up",85
1,"CXCL13",1.6029439736952,0.0377782066220319,"Up",86
1,"F2R",1.11756244111843,0.0426023472400628,"Up",87
1,"ABCD2",1.08074720081032,0.0438613811877421,"Up",88
1,"XBP1",1.158273579921,0.0442412699490487,"Up",89
1,"IGFBP5",1.53258705678643,0.0452604401468771,"Up",90
1,"CCR4",1.3985479097957,0.0454127367266611,"Up",91
1,"SELL",1.12368782356826,0.0454127367266611,"Up",92
1,"RUNX2",1.72661770306552,0.0497552269803223,"Up",93
