"class","unique_gene_id","logFC","AveExpr","t","P.Value","adj.P.Val","direction","rank"
"3","CPVL",-0.397537240600468,14.3563289046778,-5.62249452231481,4.373372072484e-07,0.00260915377844395,"Down",1
