"","B.cells.naive","B.cells.memory","Plasma.cells","T.cells.CD8","T.cells.CD4.naive","T.cells.CD4.memory.resting","T.cells.CD4.memory.activated","T.cells.follicular.helper","T.cells.regulatory..Tregs.","T.cells.gamma.delta","NK.cells.resting","NK.cells.activated","Monocytes","Macrophages.M0","Macrophages.M1","Macrophages.M2","Dendritic.cells.resting","Dendritic.cells.activated","Mast.cells.resting","Mast.cells.activated","Eosinophils","Neutrophils"
"764_05",0.58438701794782,0.151977656295388,0.0135006039470118,0.012851411242353,0.0124064490660976,0.0126495862413768,0.0129982327605474,0.0135845599643055,0.0123408521603938,0.0129776999642111,0.0132115086021248,0.0129706726400537,0.013194257453536,0.0130976445328684,0.0131065301461279,0.0131965344897378,0.0129985999985256,0.0131582597710912,0.0136683629679163,0.013563563896201,0.0131330029754469,0.0150269929368652
"775_01",0.483570104048171,0.0031280848083213,0.003021456845756,0.00369058335095747,0.00538203491414826,0.00354500035775119,0.0033409549798592,0.00369658006279712,0.00348346275546049,0.00489062817145633,0.00369541052241182,0.00311160595271063,0.00319065999825401,0.00316513183288841,0.00317867601524773,0.00314855500780452,0.00312171416245215,0.446850207018347,0.00313750127423923,0.0032240680577579,0.00313440689302198,0.00329317297018703
"775_03",0.0332392660560877,0.0389176961921111,0.0434867672929087,0.0485723306598537,0.046453343676669,0.049656313685672,0.045061892590926,0.0479820323558433,0.0492761351010474,0.0505976999457009,0.0454609020817762,0.0497799552931239,0.0436209612391149,0.0460801090375055,0.0464460293951026,0.0481937997019866,0.0453402785818311,0.0433743103592551,0.0423640364147296,0.0429898495219208,0.0439155096538876,0.0491907811629462
"772_08",0.064322631165311,0.0446357572850867,0.0438585621043689,0.0621597742577669,0.0441280609900872,0.0486603884725332,0.0437576884666653,0.0484287313861002,0.0482028981199425,0.0433803513166232,0.0451085923521825,0.04112799291262,0.0425821264587557,0.0415076881724417,0.0435949909376335,0.0407821785248103,0.0390795844678283,0.0428646517493642,0.0427173805098524,0.0424772706273279,0.0435278823553113,0.0430948173673873
"764_03",0.843670786259142,0.00745578437240017,0.00731233590473717,0.00786784202980158,0.00742437160579339,0.00762103697637724,0.00753363098467794,0.00793145957619395,0.00786928948122003,0.00733580230017495,0.00732485541432513,0.00700268682610107,0.00710238237389113,0.00755030107603744,0.00696710471534173,0.00729837578444102,0.00761786824634052,0.00806092550257336,0.00719930204542069,0.00776334109834086,0.00737768286675512,0.00671283455991322
"772_03",0.0319774056596352,0.0361406038806788,0.0359836288776263,0.152250071092356,0.0417270278923803,0.0434557377056294,0.0409330140267887,0.0403802074847878,0.0448626406177876,0.0662608594072153,0.0402892661577153,0.0528539254842065,0.0348607784498239,0.0372558958918215,0.0376223323955583,0.0375641552202329,0.0377875547465274,0.0362368447327059,0.0371382120918698,0.0384175578976031,0.0362499244192666,0.0397523558677838
"753_05",0.7447207528087,0.0133377667329774,0.0120033481230547,0.0126971663227902,0.0124450321955771,0.0119149789412618,0.0117031150186245,0.0125736456744722,0.0124823780118542,0.0113893104922018,0.0118257772435962,0.010849297647325,0.0126458993831615,0.0121717127602606,0.0118710489138096,0.0126256959174872,0.01180863826095,0.0119050043914459,0.0118596656007287,0.0120455045860134,0.0123424426013578,0.0127818183723506
"772_10",0.820169983336962,0.00563288264872523,0.00608181680174662,0.00591003853211988,0.00590745720004866,0.00585183207708245,0.00577113449800089,0.0058153023301434,0.00574187078392011,0.00673841627215187,0.00609400455477692,0.0059130164275244,0.00574455411379037,0.00625559526192122,0.00588879276605589,0.00622365020869126,0.0104541454944639,0.00929886749678848,0.0216354663027946,0.0271770621740693,0.00601743665398368,0.0156766740642391
"764_08",0.0372994358800482,0.0393985480207727,0.0413260986229265,0.0494446626132966,0.0460465714543111,0.050705080000361,0.0444548060119452,0.0487975357111823,0.105519972932772,0.044201224658724,0.042387648637892,0.0427057233050238,0.0401749132357223,0.0408136641487704,0.041532507569486,0.0414369101791967,0.0401374151821848,0.0398214783386783,0.0400878703923924,0.0406806691817763,0.0417279293507249,0.0412993345718128
"764_06",0.72801901336471,0.0150808540166005,0.0125517282128742,0.0111949936565316,0.0114333312266987,0.0115362337882074,0.0122549026863322,0.0118544756386049,0.0121889202544054,0.0118090332206595,0.0120405882600738,0.0119451595050079,0.0134109879793196,0.0131846956866119,0.0148304692062025,0.0131430238829167,0.0128417745881019,0.0134312907120646,0.0124178216909551,0.0125514065608493,0.0132544302088982,0.019024865653374
"757_02",0.0362585529779796,0.0395338199294759,0.0378452703599454,0.0910363670693587,0.0597452058811264,0.0619275912347205,0.0426436980066332,0.0443659068230597,0.0641738651869477,0.0448722035835385,0.0425642365842307,0.0413622242466221,0.0398467784579234,0.0368901675535992,0.0398965496771989,0.0403258165882471,0.0379581476012536,0.0383351255398033,0.0383410160540429,0.03793555078774,0.0399396883806091,0.0442022174759446
"764_01",0.0319639356801438,0.0318362128102375,0.0303543287272682,0.0302200589551104,0.0299025988927914,0.0307792437024652,0.0303087110250319,0.0281594256573481,0.0290459210246244,0.0323477023236106,0.0318948709831677,0.0303902639672372,0.0341490265594012,0.0311744590931292,0.0304247172063197,0.032435999028883,0.0325863013966961,0.0311822345751562,0.0310155956933697,0.0315315404919208,0.0320207868710913,0.346276065334996
"772_02",0.772035863519998,0.00991089349083839,0.00896208969553539,0.0082528253930384,0.00850771229923035,0.00873421557929341,0.00845489435097847,0.00852865240335918,0.00855437299001061,0.00939218325318585,0.0085921297095636,0.00879708990265731,0.0104967508342955,0.00865751386974525,0.00940406469683299,0.00894609839531907,0.00896332782296492,0.00891565042274116,0.0088810780763125,0.00883855026502997,0.0118858678539073,0.0462881751751624
"753_08",0.133621540383771,0.0437199170282713,0.0402303722175589,0.0411765004605403,0.0412041923648389,0.0416543870489307,0.0388344956292483,0.0403695907378581,0.0453801287731859,0.0426104712363387,0.041690351936502,0.0396159829808927,0.0431632547419897,0.0413851195834457,0.0427669276690298,0.0417125671837708,0.0386499416865455,0.0405178795166622,0.0397990481482744,0.0386598543395378,0.041396822818575,0.0418406535142317
"775_04",0.0349195434340462,0.0355942912330463,0.0368150332235672,0.0411871363129301,0.0379357472790051,0.0414165973450221,0.0388503988172168,0.0392354904500451,0.0389469292759779,0.108771354235357,0.039991193217131,0.1361339873124,0.0370898075963558,0.0357185585053967,0.038815493352719,0.0369137472816025,0.0356969149381274,0.0379350666170507,0.0366618533671365,0.0362204162057501,0.0386640210962235,0.0364864189038926
"757_04",0.050719335452616,0.045260103913014,0.0470814379985244,0.0446393162890926,0.0437752513778662,0.0443039929542275,0.0446147610554605,0.0438742590550293,0.0436534163925868,0.0465944758803816,0.0458229113148698,0.0470317107343294,0.0455773244623562,0.0455244924261401,0.04693046390827,0.0446048142387452,0.045615407013756,0.0482012352239756,0.0432569264919048,0.0436117397308821,0.0454445468355157,0.043862077250456
"764_04",0.0402151324217948,0.0442485134081227,0.0436875062298171,0.0455099421581183,0.0440953703775786,0.0448410552832281,0.04717856405412,0.0435316414809476,0.0464609357580511,0.0463490399278422,0.047773597639118,0.0463775242055808,0.0447192528892455,0.0478144581426734,0.0485517910160992,0.045100717671244,0.0471531932745599,0.0460332990532232,0.0439433546956348,0.0445440852255991,0.0444118412707068,0.0474591838166948
"757_07",0.271341214295013,0.00393222696294703,0.00395013040730989,0.642425747553842,0.00387279969392821,0.00388799964999908,0.00393035015922731,0.0038032767651129,0.00411760130715225,0.00729443551429714,0.00417209858912902,0.00398518405987754,0.0039695882565109,0.00401947953681297,0.00400200024271498,0.00381612015435755,0.00398632314096918,0.00405204945045669,0.00393957340105825,0.00405489306905481,0.00406377377830293,0.00738313401192641
"772_04",0.136098453020001,0.00265356813513997,0.00263872685875287,0.00239161065286363,0.00242255620484218,0.00247672333062618,0.00252294111888611,0.00240921467921732,0.00240344721635299,0.00260534908168618,0.00239205989383375,0.00281009716846892,0.00256143112112266,0.00264735598948768,0.00244321172913844,0.00267433428787754,0.00416595335881792,0.442952400453362,0.00245832831457076,0.00256468033824524,0.00259041901634552,0.371117138030361
"753_02",0.0606855651663936,0.0465373697841371,0.0438375022743936,0.0534776522469431,0.0470900418093857,0.0480796867985894,0.0463658768144545,0.0479057143208695,0.0560594338486241,0.0442646650656152,0.0421701860451947,0.0429062655751375,0.0419707294315056,0.0427716653548918,0.0428816921843685,0.0421728671817113,0.0404736700624408,0.0421768832280681,0.0430291539096292,0.0429401622883072,0.0422807324343987,0.0399224841749409
"757_06",0.106148711734368,0.00657107646804314,0.0634596469259626,0.00515601122048693,0.00489858642167059,0.00499799510572161,0.00515667168236642,0.00500036023007526,0.00500961411154492,0.0048367030032622,0.00513149421544075,0.00508862062253886,0.00597680074272658,0.0141572630531301,0.00555649179803697,0.00517287992849579,0.0106288640728437,0.115597732549483,0.0052274952942898,0.00535769749639388,0.0050803382371312,0.605788945085988
"753_09",0.0482710532034319,0.0501797984043399,0.0440030275742667,0.0417467236354722,0.0441205577182506,0.042647078892423,0.0436316856945191,0.0429089924512761,0.0444127167178038,0.0469162511597894,0.0459197539611689,0.0465022265422891,0.046142149904069,0.0464439952833427,0.0466119989043788,0.0459673201688859,0.0544674390711959,0.046668224414218,0.0426717557900011,0.0424935828127944,0.0443122707176092,0.042961396978474
"764_02",0.00435809468184412,0.00444354503755115,0.00446057407854411,0.00458482377049874,0.00467368988114402,0.00445449868311888,0.00444171048394737,0.00458675017138676,0.00451819618859239,0.90370020480896,0.00425590386697348,0.00432750471778215,0.00446473384524811,0.00448380571078784,0.00487784859247964,0.00589760559867218,0.00454177395454993,0.00474534659019193,0.00436070658457016,0.00446399582362622,0.00435803513492027,0.00500065179460979
"757_09",0.168848557234604,0.0402700397613874,0.0379893935553089,0.036188715386553,0.0363647452380172,0.0369963627739061,0.0376536387452448,0.0366574069046312,0.0369144123402318,0.0407479058107134,0.0376431586392202,0.0400405968072228,0.0396732956939671,0.0400497093259551,0.0408470577919265,0.0401649566028414,0.0458880281263042,0.0400128073394666,0.04136206712427,0.037597919394004,0.0395965815626832,0.0484926438415407
