"class","gene_id","logFC","adj.P.Val","direction"
4,"NCF2",1.3171626753674,0.0286833033119506,"Up"
4,"DHRS13",1.90895230232419,0.029623958972469,"Up"
4,"FES",1.73788873166126,0.029623958972469,"Up"
4,"TNXB",1.53425657767545,0.0296922985753669,"Up"
4,"GMPPB",1.08371081620074,0.0303878879494766,"Up"
4,"HSPA1A",1.92442806097257,0.0309840031617486,"Up"
4,"LILRB3",2.21232067221553,0.031110567948232,"Up"
4,"CNTNAP3",2.46582193910457,0.0318323314133693,"Up"
4,"TNS1",1.26781388132632,0.033004870365242,"Up"
4,"SPARCL1",-1.2631941461416,0.0347395297560607,"Down"
4,"CCL22",-2.05255465525414,0.0348876817082598,"Down"
4,"CD163",1.97390025023829,0.0349236920995393,"Up"
4,"SAMSN1",-1.0786871951372,0.03512024265894,"Down"
4,"IGF2BP2",2.07606962702171,0.0351300074619148,"Up"
4,"MXI1",1.22657809573735,0.0351300074619148,"Up"
4,"MBOAT7",1.0180895191797,0.0351300074619148,"Up"
4,"KEL",1.63024648103052,0.0362882958144313,"Up"
4,"LY96",-1.41684213537662,0.0363165550034425,"Down"
4,"RGS5",-1.29353716045228,0.0363165550034425,"Down"
4,"NLRC4",1.16366406781537,0.0363165550034425,"Up"
4,"MARCKSL1",-1.0846594920883,0.0363165550034425,"Down"
4,"ATG4D",1.2506986242309,0.0367364299475568,"Up"
4,"LPAR2",1.2072648396842,0.0373018081937327,"Up"
4,"DENND2C",1.80507483998752,0.0379074865165452,"Up"
4,"ARHGAP23",1.46735808885838,0.0380087609911772,"Up"
4,"LAMA3",-1.3363263648353,0.0380087609911772,"Down"
4,"GPNMB",-1.10173271177084,0.0384781599737481,"Down"
4,"PSTPIP2",1.55293173837736,0.03864836718442,"Up"
4,"LILRB2",1.8087528365313,0.0390164398162427,"Up"
4,"ARRDC2",1.11046100079749,0.0390164398162427,"Up"
4,"ATP7B",2.39901294356776,0.0393110035934407,"Up"
4,"CXCL9",-2.27018426811439,0.0393110035934407,"Down"
4,"CHAC2",1.96273341286217,0.0393110035934407,"Up"
4,"SSH3",1.6748132054237,0.0393110035934407,"Up"
4,"TNFRSF9",-1.41809298980907,0.0393110035934407,"Down"
4,"MCOLN1",1.24136366840366,0.0393110035934407,"Up"
4,"GPR174",-1.06317339801338,0.0393110035934407,"Down"
4,"POLQ",1.00276629455321,0.0393110035934407,"Up"
4,"C7",-1.61833217769094,0.0393572723050897,"Down"
